title,location,size,rental fee
5 Bed Townhouse with En Suite in Loresho,"Loresho, Westlands",Executive 5 bedroom townhouse ensuite with D sq,"KSh 190,000"
5 Bed House with En Suite in Karen,Karen,5 bedroom double-storey house to rent in Karen...,"KSh 480,000"
4 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",KITSURU A 4BEDROOMS PLUS DOMESTIC QUARTERS ALL...,"KSh 400,000"
2 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",LESS CROWDED REAL ESTATE!!MAGNIFICENT SPRING VA...,"KSh 200,000"
3 Bed House with Gym in Runda,"Runda, Westlands",Unfurnished 3 bedroom house for rent in runda,"KSh 130,000"
4 Bed Villa with En Suite in Runda,"Runda, Westlands",Fully Furnished 4 Bedroom House to let in Runda,"KSh 420,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5 Bedroom House Plus Dsq,"KSh 270,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,4 Bedroom Townhouse To Let in Lavington,"KSh 393,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Four Bedrooms House To let In Spring Valley,"KSh 350,000"
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",all ensuite 4 bedroom townhouse in Westlands,"KSh 400,000"
4 Bed House with En Suite at Ruiru Kamiti Road,"Ruiru Kamiti Road, Ruiru",Ruiru in a Gated Estate | A Brand New 4 Bedroom...,"KSh 150,000"
4 Bed Townhouse with Garden in Thome,"Thome, Roysambu",4 bedroom townhouse to rent in Thome,"KSh 150,000"
3 Bed House with En Suite at Lavington,Lavington,Lavington 3 bedroom standalone to let,"KSh 275,000"
5 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Stunning 5Bedroom plus dsq to Let in Kileleshwa,"KSh 200,000"
4 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",4 Bedroom Semi- Furned Townhouse,"KSh 300,000"
4 Bed House with En Suite at Karen,"O, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,"KSh 230,000"
5 Bed House at Nairobi,"James Gichuru, Nairobi, Lavington",5-Bedroom Corner House for Rent in a Gated Comm...,"KSh 270,000"
3 Bed House with En Suite in Kilimani,Kilimani,3 BEDROOMS,"KSh 210,000"
3 Bed House with En Suite in Runda,"Runda, Westlands",Charming Runda Three Bedroom Cottage Furnished...,"KSh 180,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Stunning 5Bedroom Townhouse to Let in Lavington,"KSh 280,000"
4 Bed House with En Suite at Lake View,"99, Lake view, Lake View, Westlands",LAKE VIEW - Classic 4 Bedroom Bungalow on 0.5 A...,"KSh 280,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Spacious 5 Bedrooms all ensuite plus Family/T.v...,"KSh 320,000"
5 Bed Townhouse in Runda,"Runda, Westlands",Stylish 5-Bedroom Townhouse in Runda with Solar...,"KSh 270,000"
5 Bed House with En Suite at Bongani Road,"Bongani road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 360,000"
5 Bed Townhouse with En Suite at James Gichuru,"66, James Gichuru, Lavington",Tucked away in a serene gated community sits th...,"KSh 330,000"
5 Bed Townhouse with En Suite at Rosslyn Road,"rosslyn, Rosslyn road, Rosslyn, Westlands",Luxurious 5-bedroom townhouse in Rosslyn Lone T...,"KSh 430,000"
4 Bed House with En Suite at Hill View,"x, hill view, Hill View, Westlands",Lovely 4 bedroom house with a 1 bedroom guest w...,"KSh 450,000"
4 Bed Townhouse with En Suite at Near Abc Place,"Near ABC place, Lavington",DELIGHTFUL 4 BEDROOM TOWNHOUSE WITH GARDEN NEAR...,"KSh 300,000"
5 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,5 bedroom house to rent in Kiambu Road - 3KE154...,"KSh 180,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Charming Runda Five Bedrooms house to let.,"KSh 360,000"
5 Bed House in Lavington,Lavington,5 BEDROOM 280K,"KSh 280,000"
3 Bed House with En Suite at Karen Ushirika Road,"Karen ushirika road, Karen Hardy",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 150,000"
2 Bed House with En Suite in Karen,Karen,Fully Furnished Townhouse,"KSh 130,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",Elegant 4 Bedroomed Double Storey For Rent In R...,"KSh 300,000"
4 Bed Townhouse with En Suite at Kileleshwa,Kileleshwa,Kileleshwa 4 bedroom townhouse to let,"KSh 110,000"
4 Bed Townhouse with Garden at Lenana Road,"Lenana Road, Kilimani","4 Bedroom Townhouse for rent, Kilimani, Nairobi","KSh 250,000"
3 Bed House with En Suite at Runda Mumwe,"Runda mumwe, Runda, Westlands",3 bedroom house for rent in Runda,"KSh 300,000"
3 Bed Townhouse with En Suite at Kilimani,Kilimani,Beautiful Three townhouse,"KSh 135,000"
6 Bed House with En Suite at Milima Road,"Milima Road, Karen",Impressive 6 bedroom house with large garden to...,"KSh 500,000"
4 Bed Townhouse with En Suite at Riara Road,"67, Riara Road, Lavington",Tucked away in a serene gated community sits th...,"KSh 200,000"
2 Bed House with En Suite at Kifaru Road,"Kifaru road, Karen",2 BEDROOM WOODEN COTTAGE FOR RENT IN KAREN NAIR...,"KSh 100,000"
4 Bed Townhouse with En Suite in Brookside,"Brookside, Westlands",4 bed townhouse in Brookside,"KSh 95,000"
4 Bed House with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 350,000"
3 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Modern And Serene 3 Bedroom Family Home To Let...,"KSh 472,000"
5 Bed Villa with En Suite at Karen,"karen, Karen",5 bedroom house for rent in Karen,"KSh 450,000"
6 Bed Townhouse with En Suite in Lavington,Lavington,Executive 6Bedroom Townhouse to Let in Lavingto...,"KSh 380,000"
3 Bed House with En Suite in Kilimani,Kilimani,3 Bedroom Newly Renovated House in Kilimani for...,"KSh 150,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Serene five bedroom ensuite villa to let,"KSh 450,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Spacious 4 Bedrooms ensuite plus Dsq to let in...,"KSh 200,000"
4 Bed Townhouse with Garden in Kileleshwa,"Kileleshwa Nairobi, Kileleshwa",A 4bdrm townhouse to let in kileleshwa.,"KSh 100,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Charming Runda Five Bedrooms house to let.,"KSh 360,000"
5 Bed House with Garden at Runda,"Runda, Westlands","5br House, Runda","KSh 380,000"
5 Bed Townhouse with En Suite at Collince Park,"89, Collince Park, Lavington",Tucked away in the quiet neighborhood of Laving...,"KSh 250,000"
5 Bed House with En Suite in Muthaiga,Muthaiga,6 BEDROOM ALL ENSUITE MAISONATTE WITH A DSQ TO...,"KSh 160,000"
5 Bed House with En Suite in Tigoni,"Tigoni, Limuru",Exquisite Pure White Country home To LET,"KSh 130,000"
5 Bed Townhouse with En Suite at Maji Mazuri,"90, Maji Mazuri, Lavington",Tucked away in the quiet neighborhood of Laving...,"KSh 330,000"
4 Bed Villa with En Suite in Redhill,Redhill,"4 BEDROOMS, ALL ENSUITE+ DSQ- REDHILL.","KSh 150,000"
4 Bed Townhouse in Kitisuru,"Kitisuru, Westlands",4 Bedroom Townhouse for rent in Kitisuru,"KSh 400,000"
5 Bed Townhouse in Lavington,Lavington,5 BEDROOM 230K,"KSh 230,000"
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",4Br Townhouse in Spring valley,"KSh 250,000"
2 Bed House with En Suite at Milimani Estate.,"07 07n, State House Road, Milimani Estate., Milimani","Outstanding Location, Luxuriously furnished; tw...","KSh 130,000"
3 Bed Villa at Vipingo Ridge Golf Estate,"Ridge vipingo, Vipingo Ridge Golf Estate, Vipingo","Vipingo Ridge,furnished 3 Bedrooms available fo...","KSh 35,000"
5 Bed House with En Suite at Ololua Forest,"Ololua Forest, Karen",Naserian House for rent in Karen,"KSh 400,000"
4 Bed House with Garden in Kiambu Town,Kiambu Town,4 bedroom villa to let in Edenville Phase 1,"KSh 140,000"
4 Bed House in Runda,"Runda, Westlands",4 bedroom house with 2 SQ to let in Runda,"KSh 480,000"
4 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",Lovely House To Let,"KSh 350,000"
5 Bed House with En Suite in Karen,Karen,5 bedroom house for rent,"KSh 600,000"
5 Bed Townhouse in Lavington,Lavington,5bedroom200k,"KSh 200,000"
4 Bed House with En Suite in Karen,Karen,FANCY FOUR BEDROOM KAREN HOUSE,"KSh 400,000"
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",Exclusive! Spacious 4 bedroom house to let in K...,"KSh 300,000"
4 Bed House with En Suite at Mimosa Rd,"2, Mimosa Rd, Runda, Westlands",A Cozy and Modern 4 Bedrooms fully furnished st...,"KSh 350,000"
5 Bed Townhouse with En Suite in Mirema,"Mirema, Roysambu","To let: duplex, townhouse, mirema drive. 5 bedr...","KSh 135,000"
4 Bed House with Garden in Lake View,"Lake View, Westlands",To Let 4 Bedroom With Dsq Home In Lake View Est...,"KSh 270,000"
2 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",Fully furnished 2 bedroom house for rent in Ros...,"KSh 120,000"
3 Bed House with Garden in Kilimani,Kilimani,3 Bedroom House + DSQ to Let in Kilimani,"KSh 120,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,Cozy 4 Bedroom Townhouse for Rent in Lavington,"KSh 215,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Spectacular 5 Bedroomed Ambassadorial For Rent...,"KSh 550,000"
4 Bed House with En Suite at Bomas Of Kenya,"O, Bomas of Kenya, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,"KSh 200,000"
4 Bed Villa with En Suite in Vipingo,Vipingo,Vipingo Ridge Golf estate for rent,"KSh 320,000"
5 Bed House in Karen,Karen,5 Bedroom Villa in Karen,"KSh 450,000"
3 Bed House in Thome,"Thome, Roysambu",3 bedroom house to rent in Thome,"KSh 100,000"
5 Bed House with En Suite at Kitisuru Road,"67, Kitisuru Road, Kitisuru, Westlands",New Living Next to isk & Modern 5 bedroom Townh...,"KSh 400,000"
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands",Spectacular 4 Bedroom House For Rent in Runda,"KSh 350,000"
5 Bed Villa with En Suite in Ukunda,"Diani, Ukunda",5 Bedroom Luxurious Villa At A Serene Area Of D...,"KSh 82,000"
3 Bed House with En Suite in Syokimau,Syokimau,3 Bedroom All Ensuite Maisonette with DSQ to le...,"KSh 50,000"
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Classical Kitisuru Cottage Four bedroom to let,"KSh 250,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5 Bedrooms plus Study with Private garden,"KSh 350,000"
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",4 bedrooms town House with garden in spring Val...,"KSh 270,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,ELEGANT 5 BEDROOM ALL ENSUITE TO LET IN LAVINGT...,"KSh 260,000"
4 Bed House with En Suite at Runda Grove,"Runda Grove, Runda, Westlands",4 BEDROOMS,"KSh 300,000"
4 Bed Villa with En Suite in Diani,Diani,"4br Beach Family Holiday Villa, Diani, South Co...","KSh 45,000"
3 Bed Townhouse with En Suite at Kilimani,Kilimani,Stunning secure 3 bedrooms maisonette master en...,"KSh 135,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Charming 5 Bedroom Home With A Swimming Pool To...,"KSh 400,000"
5 Bed Villa with En Suite in Lavington,Lavington,LAVINGTON NEAR LAVINGTON SHOPPING CENTRE VILLA,"KSh 250,000"
4 Bed House with Garden in Runda,"Runda Nairobi, Runda, Westlands",A 4bdrm family house to let in runda.,"KSh 380,000"
4 Bed Townhouse with En Suite at Muthaiga Road,"Muthaiga Road, Muthaiga","4 bedroom townhouse for rent in Muthaiga Road,...","KSh 500,000"
4 Bed Villa with Swimming Pool at Nyali,"nyali, Nyali Area, Nyali",Luxurious 4 bedroom villa for long term let in...,"KSh 280,000"
5 Bed Villa with En Suite in Karen,Karen,5 BEDROOM vILLA FOR RENT KAREN,"KSh 350,000"
4 Bed Townhouse with En Suite in Langata,Langata,4 Bedroom Townhouse To Let in Lang'ata - 3KE161...,"KSh 300,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",4 bedroom fully furnishedHouse for rent,"KSh 300,000"
5 Bed House with En Suite at Bomas Of Kenya,"O, Bomas of Kenya, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 450,000"
4 Bed House with En Suite at Kadhi Road,"kadhi road, Kilimani",four bedrooms to rent lavigton,"KSh 250,000"
5 Bed Townhouse with En Suite at Lavington,"123, lavington, Lavington",5 bedrooms townhouse for rent in LAVINGTON,"KSh 270,000"
4 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 220,000"
5 Bed House with En Suite at Runda,"Runda, Westlands","5br House, Runda","KSh 350,000"
6 Bed House with Swimming Pool in Kitisuru,"Old kitisuru Nairobi, Kitisuru, Westlands",A 6bdrm ambassadorial house to let in kitisuru.,"KSh 1,000,000"
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Luxury Kitisuru Five Bedroom house with DSQ.,"KSh 250,000"
3 Bed House in Langata,Langata,Three Bedroom +DSQ,"KSh 80,000"
4 Bed Townhouse with En Suite at Mandera Road,"A 70, Mandera Road, Kileleshwa",Four bedroom townhouse Plus servant quarter,"KSh 250,000"
3 Bed House with En Suite at Kilimani,Kilimani,Kilimani 3 bedroom standalone to let,"KSh 250,000"
5 Bed Townhouse with En Suite at Loresho,"loresho, Loresho, Westlands",Executive Five bedroom Townhouse,"KSh 190,000"
5 Bed House with En Suite at Rosslyn Road,"77, Rosslyn Road, Rosslyn, Westlands",Spacious 3 & 5 Bedroom Houses To Let In Rosslyn,"KSh 600,000"
2 Bed House with Garden at Warai South,"Warai South, Karen",2 bedroom cottage for rent in Warai South,"KSh 100,000"
3 Bed House with En Suite at Riverside Drive,"0720n/0723p, Riverside drive, Riverside, Westlands",Lavish fully furnished three bedroom distinctiv...,"KSh 190,000"
4 Bed House with En Suite in Kiambu Road,Kiambu Road,Welcome Home! Beautiful 4 bedroom townhouse for...,"KSh 230,000"
4 Bed House with En Suite at Muteero Road,"MUTEERO ROAD, Karen",FULLY FURNISHED 4 BEDROOM HOUSE FOR RENT IN KAR...,"KSh 350,000"
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Modern 4 bedroom Townhouse plus dsq,"KSh 320,000"
5 Bed House with En Suite in Runda,"Runda, Westlands",Extraordinary 5-Bedroom House For Rent in Runda,"KSh 480,000"
6 Bed Townhouse with En Suite at Algeyo Road 55,"Algeyo Road 55, Kilimani",This move-in-ready from end of Next Month home...,"KSh 200,000"
4 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands",Fully Furnished! Spring Valley Four Bedroom Hou...,"KSh 330,000"
4 Bed Townhouse with En Suite in Lavington,Lavington,"Lavington, Riara Road, Townhouse – TO LET","KSh 250,000"
6 Bed House with En Suite at Near Lavington Mall,"Near Lavington mall, Lavington",SIX BEDROOM HOUSE WITH GARDEN NEAR LAVINGTON MA...,"KSh 275,000"
5 Bed House with En Suite at Karen,"x, karen, Karen",Spectacular 5 bedroom house for rent,"KSh 350,000"
4 Bed Villa with En Suite at Elmollo Drive,"09, Elmollo Drive, Lavington",@4500 USD These are modern beautifully built vi...,"KSh 500,000"
5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",Westlands a spacious well maintained 5bedrooms...,"KSh 180,000"
4 Bed House with En Suite in Loresho,"Loresho, Westlands",Loresho Four Bedroom House to let.,"KSh 450,000"
7 Bed House with En Suite at Kitisuru,"01, kitisuru, Kitisuru, Westlands",NEWLY RENOVATED 7 BEDROOM AMBASSADORIAL HOUSE T...,"KSh 1,000,000"
5 Bed House with En Suite at Along The Northern Bypass After Windsor Roundabout,"Along the Northern Bypass After Windsor Roundabout, Thome, Roysambu",5BR HOUSE FOR RENT IN THOME,"KSh 150,000"
5 Bed House with En Suite at Karen,Karen,5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,"KSh 170,000"
4 Bed Villa with En Suite at Mombasa Road,"Mombasa road, Syokimau",4 bedroom villa for rent in Syokimau -Katani vi...,"KSh 90,000"
4 Bed Townhouse with En Suite in Parklands,"Parklands, Westlands",A WONDERFUL 4 NBEDROOMS TOWNHIOUSE FOR RENT IN...,"KSh 170,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,A Stunning 5Bedroom plus Dsq Townhouse to let i...,"KSh 250,000"
3 Bed Townhouse with En Suite at Westlands.,"0720n/0723p, Brookside drive, Westlands., Brookside, Westlands",Exquisitely designed three bedroom townhouse wi...,"KSh 280,000"
4 Bed House with En Suite at Fourways Junction,"01, Fourways Junction, Ridgeways",Executive 4 Bedroom House Master Bedroom en-sui...,"KSh 160,000"
5 Bed Villa with En Suite in Karen,Karen,Karen in a gated community newly build modern h...,"KSh 300,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Modern and Spacious 5 Bedrooms all ensuite plus...,"KSh 230,000"
5 Bed Townhouse with En Suite at Community Road,"Non, Community Road, Syokimau",5 bedroom two ensuite plus DSQ,"KSh 75,000"
3 Bed House with Garden in Lavington,Lavington,Spacious 3 Bedrooms with Dsq for 2 to let in La...,"KSh 300,000"
2 Bed House in Runda,"Runda, Westlands",2 Bedroom Unfurnished Guest House To Let In Run...,"KSh 130,000"
4 Bed Townhouse with Borehole in Brookside,"Brookside, Westlands",4 bedroom townhouse for rent in Westlands,"KSh 150,000"
4 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",Well Maintained Home! Rosslyn Four Bedroom Vill...,"KSh 300,000"
4 Bed House in Karen,Karen,Four bedrooms plus sq Karen full furnished,"KSh 500,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,5 plus sq bedroom townhouse in the leafy suburb...,"KSh 220,000"
4 Bed House with Swimming Pool in Westlands Area,"Westlands Area, Westlands",A Fabulously Designed Furnished Penthouse To Le...,"KSh 270,000"
4 Bed House with En Suite at Kitusuru Road,"1, Kitusuru Road, Kitisuru, Westlands",Exclusive 4 Bedrooms designer Town house to let...,"KSh 400,000"
5 Bed House with Garden in Karen,Karen,5 Bedroom House To Let in Karen,"KSh 360,000"
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",Four bedrooms plus four sq for rent kitusuru,"KSh 840,000"
5 Bed Townhouse with En Suite at Mugumo,"Mugumo, Lavington",PRESTIGIOUS 5 BEDROOMS TOWNHOUSE IN LAVINGTON T...,"KSh 350,000"
4 Bed Townhouse with En Suite at Kilimani,Kilimani,Elegant Four bedroom Townhouse,"KSh 180,000"
5 Bed Villa with En Suite in Nyali Area,"Nyali Area, Nyali","Executive 5 Bedroom Villa Holiday Home, KSh30 K...","KSh 30,000"
4 Bed House at Spring Valley,"Spring valley, Spring Valley, Westlands",Spring Valley House for Rent,"KSh 250,000"
2 Bed House with En Suite in Runda,"Runda, Westlands",Lovely 2 Bedroom Furnished & Serviced Cottage,"KSh 180,000"
5 Bed Townhouse with En Suite in Lavington,Lavington,Less Crowded RealEstate! 5 Bedroom all ensuite...,"KSh 330,000"
3 Bed House with En Suite at Muthama Heights,"Muthama Heights, Mombasa Road",NEWLY RENOVATED 3 BED MAISONETTE AT MUTHAMA HEI...,"KSh 48,000"
3 Bed House with En Suite at Muthama Heights,"Muthama Heights, Mombasa Road",NEWLY RENOVATED 3 BED MAISONETTE AT MUTHAMA HEI...,"KSh 48,000"
4 Bed House with En Suite at Lavington,"lavington, Lavington",Lovely Four bedroom cottage,"KSh 280,000"
4 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands",Distinguished 4 Bedroom Townhouse For Rent in K...,"KSh 260,000"
8 Bed House with En Suite at Runda Road,"Runda Road, Runda, Westlands","Runda, Ambassadorial House for rent","KSh 450,000"
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,Furnished 4 Bedroom Villa To Let,"KSh 160,000"
4 Bed Townhouse at Peponi Gardens.,"Peponi gardens, Peponi Gardens., Spring Valley, Westlands",A Spectacular 4 Bedrooms detached Town house to...,"KSh 350,000"
3 Bed Townhouse with En Suite in Kilimani,Kilimani,LUXARIOUS 3 BEDROOM FULLY FURNISHED APARTMENT T...,"KSh 350,000"
4 Bed House with En Suite in Runda,"Runda, Westlands",4 Bedroom Semi-detached Townhouse to Rent in Ru...,"KSh 300,000"
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Elegant 4 Bedroom All En-suite Townhouse,"KSh 350,000"
